Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
Male,59.0,1,28.0,0,1-2 Year,Yes,42291.0,125.0,101,0
Female,25.0,1,13.0,1,< 1 Year,No,29966.0,152.0,276,0
Female,51.0,1,28.0,1,1-2 Year,No,43887.0,124.0,265,0
Male,23.0,1,12.0,1,< 1 Year,No,24799.0,160.0,97,0
Female,29.0,1,28.0,0,1-2 Year,No,46426.0,122.0,229,0
Female,69.0,1,28.0,1,1-2 Year,No,33590.0,26.0,62,0
Female,45.0,1,28.0,0,1-2 Year,Yes,22281.0,26.0,233,0
Female,23.0,1,13.0,1,< 1 Year,No,28671.0,152.0,282,0
Female,49.0,1,43.0,0,1-2 Year,Yes,41068.0,124.0,80,0
Male,21.0,1,8.0,1,< 1 Year,No,2630.0,152.0,138,0
Female,78.0,1,28.0,1,1-2 Year,No,25086.0,30.0,55,0
Female,35.0,1,15.0,1,1-2 Year,No,23671.0,152.0,250,0
Female,26.0,1,30.0,1,< 1 Year,No,32485.0,160.0,170,0
Female,24.0,1,41.0,1,< 1 Year,No,28265.0,152.0,270,0
Male,27.0,1,50.0,1,< 1 Year,No,42222.0,152.0,40,0
Female,27.0,1,8.0,1,< 1 Year,No,34491.0,152.0,276,0
Male,44.0,1,49.0,0,1-2 Year,Yes,2630.0,156.0,72,0
Male,23.0,1,15.0,0,< 1 Year,Yes,45443.0,152.0,213,0
Male,40.0,1,2.0,0,1-2 Year,Yes,2630.0,157.0,75,0
Female,26.0,1,16.0,1,< 1 Year,No,21028.0,152.0,88,0
Male,59.0,1,28.0,1,1-2 Year,No,39163.0,122.0,40,0
Female,37.0,1,11.0,0,1-2 Year,Yes,29726.0,26.0,203,1
Female,25.0,1,46.0,0,< 1 Year,Yes,22356.0,152.0,281,0
Male,50.0,1,8.0,0,> 2 Years,Yes,33513.0,124.0,292,0
Female,21.0,1,45.0,1,< 1 Year,No,30110.0,152.0,136,0
Male,58.0,1,37.0,1,1-2 Year,No,28907.0,124.0,86,0
Male,25.0,1,3.0,1,< 1 Year,No,21659.0,152.0,96,0
Male,55.0,1,30.0,1,1-2 Year,No,32106.0,124.0,236,0
Female,25.0,1,46.0,1,< 1 Year,No,27545.0,152.0,112,0
Male,44.0,1,34.0,0,1-2 Year,Yes,26004.0,124.0,128,0
Female,36.0,1,14.0,1,1-2 Year,No,2630.0,152.0,189,0
Male,25.0,1,28.0,0,< 1 Year,Yes,41852.0,152.0,10,0
Female,52.0,1,7.0,0,1-2 Year,Yes,30380.0,152.0,99,0
Male,21.0,1,16.0,1,< 1 Year,No,27957.0,160.0,216,0
Female,22.0,1,7.0,1,< 1 Year,No,44808.0,160.0,233,0
Male,38.0,1,15.0,1,1-2 Year,No,27963.0,26.0,49,0
Female,21.0,1,8.0,1,< 1 Year,No,30517.0,160.0,203,0
Male,51.0,1,3.0,0,1-2 Year,Yes,34529.0,26.0,176,0
Female,26.0,1,28.0,0,< 1 Year,No,41989.0,152.0,234,0
Male,39.0,1,28.0,0,1-2 Year,Yes,33987.0,124.0,119,0
Female,22.0,1,46.0,0,< 1 Year,No,32496.0,152.0,239,0
Male,39.0,1,24.0,0,1-2 Year,Yes,2630.0,124.0,45,0
Male,61.0,1,33.0,1,1-2 Year,No,20249.0,152.0,144,0
Male,58.0,1,23.0,0,1-2 Year,Yes,35961.0,124.0,84,0
Female,25.0,1,46.0,0,< 1 Year,No,28618.0,152.0,152,0
Male,48.0,1,0.0,0,1-2 Year,Yes,2630.0,26.0,41,0
Male,49.0,1,35.0,1,1-2 Year,No,46622.0,152.0,76,0
Male,42.0,1,36.0,0,1-2 Year,Yes,37968.0,124.0,52,0
Female,51.0,1,28.0,0,1-2 Year,Yes,59372.0,25.0,227,0
Male,25.0,1,6.0,1,< 1 Year,No,28483.0,152.0,18,0
Female,24.0,1,13.0,0,< 1 Year,No,27785.0,152.0,149,0
Male,49.0,1,47.0,0,1-2 Year,Yes,28002.0,26.0,170,0
Male,24.0,1,11.0,1,< 1 Year,No,52669.0,152.0,122,0
Male,21.0,1,21.0,1,< 1 Year,No,19351.0,152.0,257,0
Female,45.0,1,14.0,0,1-2 Year,Yes,34965.0,124.0,17,1
Male,46.0,1,28.0,1,1-2 Year,Yes,46566.0,26.0,216,0
Male,25.0,1,28.0,0,< 1 Year,Yes,44360.0,152.0,257,0
Male,23.0,1,8.0,0,< 1 Year,Yes,27529.0,152.0,88,0
Male,22.0,1,11.0,1,< 1 Year,No,41627.0,152.0,80,0
Male,58.0,1,28.0,0,> 2 Years,Yes,42939.0,124.0,127,0
Female,65.0,1,46.0,0,> 2 Years,Yes,31798.0,11.0,196,1
Male,43.0,1,28.0,0,1-2 Year,No,30292.0,26.0,127,0
Female,21.0,1,27.0,0,< 1 Year,No,31719.0,152.0,91,0
Female,22.0,1,41.0,1,< 1 Year,No,32620.0,152.0,33,0
Female,35.0,1,15.0,1,1-2 Year,No,29446.0,151.0,158,0
Female,63.0,1,28.0,0,1-2 Year,Yes,50460.0,124.0,53,1
Female,43.0,1,28.0,0,1-2 Year,Yes,31311.0,26.0,75,1
Female,26.0,1,28.0,0,< 1 Year,Yes,25436.0,26.0,220,1
Male,22.0,1,6.0,1,< 1 Year,No,32809.0,152.0,215,0
Male,26.0,1,29.0,1,< 1 Year,No,44066.0,152.0,203,0
Male,22.0,1,15.0,0,< 1 Year,Yes,33557.0,152.0,252,0
Male,39.0,1,46.0,0,1-2 Year,Yes,26359.0,152.0,233,0
Male,25.0,1,8.0,0,1-2 Year,Yes,2630.0,156.0,69,1
Female,40.0,1,23.0,0,1-2 Year,Yes,24158.0,155.0,112,1
Male,34.0,1,10.0,1,1-2 Year,Yes,31226.0,152.0,54,0
Male,32.0,1,37.0,1,< 1 Year,No,22712.0,152.0,121,0
Male,56.0,1,28.0,0,1-2 Year,Yes,34135.0,157.0,208,0
Male,40.0,1,46.0,0,1-2 Year,No,2630.0,156.0,211,1
Male,76.0,1,48.0,0,> 2 Years,Yes,2630.0,15.0,249,1
Male,22.0,1,27.0,0,< 1 Year,Yes,31473.0,152.0,289,0
Male,30.0,1,8.0,1,1-2 Year,No,39090.0,7.0,154,0
Male,58.0,1,28.0,0,1-2 Year,No,40597.0,26.0,91,0
Female,41.0,1,28.0,0,1-2 Year,Yes,47383.0,124.0,198,0
Male,36.0,1,46.0,1,1-2 Year,Yes,26275.0,26.0,230,0
Female,24.0,1,37.0,0,< 1 Year,Yes,19452.0,152.0,62,0
Female,32.0,1,41.0,1,< 1 Year,No,42667.0,152.0,145,0
Female,22.0,1,23.0,1,< 1 Year,No,20116.0,152.0,180,0
Male,55.0,1,28.0,0,> 2 Years,Yes,46274.0,26.0,67,0
Male,27.0,1,12.0,1,< 1 Year,No,28219.0,152.0,232,0
Female,22.0,1,14.0,0,< 1 Year,Yes,2630.0,124.0,50,0
Female,77.0,1,28.0,0,1-2 Year,Yes,58992.0,26.0,157,0
Male,20.0,1,3.0,0,< 1 Year,Yes,25217.0,160.0,200,0
Male,42.0,1,46.0,0,1-2 Year,Yes,2630.0,26.0,274,0
Female,22.0,1,30.0,0,< 1 Year,Yes,26479.0,152.0,36,0
Male,37.0,1,28.0,1,1-2 Year,Yes,109762.0,26.0,53,0
Male,22.0,1,25.0,1,< 1 Year,No,20381.0,152.0,203,0
Female,24.0,1,48.0,0,1-2 Year,Yes,2630.0,154.0,92,0
Male,31.0,1,46.0,1,< 1 Year,No,21631.0,152.0,178,0
Male,47.0,1,6.0,0,1-2 Year,Yes,25379.0,157.0,86,0
Male,51.0,1,10.0,1,1-2 Year,No,28644.0,26.0,166,0
Male,27.0,1,6.0,1,< 1 Year,No,26554.0,152.0,24,0
Female,25.0,1,29.0,1,< 1 Year,No,28149.0,152.0,222,0
Male,49.0,1,28.0,0,1-2 Year,Yes,26747.0,124.0,47,0
Female,23.0,1,13.0,1,< 1 Year,No,22023.0,152.0,271,0
Female,22.0,1,46.0,0,< 1 Year,Yes,2630.0,152.0,22,0
Female,38.0,1,45.0,1,1-2 Year,Yes,23743.0,152.0,220,0
Male,50.0,1,28.0,0,1-2 Year,No,49594.0,26.0,101,0
Female,28.0,1,41.0,1,< 1 Year,No,23566.0,152.0,202,0
Male,44.0,1,28.0,0,1-2 Year,Yes,47114.0,26.0,15,0
Male,64.0,1,28.0,1,1-2 Year,No,26291.0,152.0,97,0
Male,24.0,1,33.0,1,< 1 Year,No,44107.0,152.0,297,0
Female,26.0,1,3.0,0,< 1 Year,No,22609.0,152.0,241,0
Female,56.0,1,41.0,1,1-2 Year,No,50524.0,109.0,204,0
Male,24.0,1,46.0,1,< 1 Year,No,29960.0,152.0,70,0
Female,47.0,1,28.0,0,1-2 Year,Yes,40385.0,26.0,186,0
Female,33.0,1,28.0,0,1-2 Year,Yes,2630.0,124.0,274,1
Female,24.0,1,29.0,1,< 1 Year,No,54714.0,152.0,55,0
Female,28.0,1,32.0,1,< 1 Year,No,33340.0,152.0,168,0
Male,48.0,1,8.0,1,1-2 Year,No,38380.0,124.0,161,0
Female,40.0,1,28.0,1,1-2 Year,No,35599.0,52.0,147,0
Male,45.0,1,13.0,0,1-2 Year,Yes,32065.0,152.0,266,1
Male,23.0,1,30.0,1,< 1 Year,No,24957.0,152.0,210,0
Male,22.0,1,29.0,1,< 1 Year,No,29913.0,152.0,98,0
Female,25.0,1,28.0,0,< 1 Year,Yes,25975.0,124.0,25,0
Female,23.0,1,12.0,0,< 1 Year,No,27363.0,152.0,152,0
Female,43.0,1,8.0,0,1-2 Year,No,37136.0,152.0,217,0
Male,51.0,1,28.0,0,1-2 Year,Yes,45780.0,26.0,174,0
Male,28.0,1,30.0,1,< 1 Year,No,29519.0,152.0,21,0
Female,41.0,1,46.0,0,1-2 Year,Yes,34089.0,21.0,50,0
Female,26.0,1,46.0,0,< 1 Year,Yes,45496.0,152.0,43,0
Male,29.0,1,41.0,1,< 1 Year,No,29894.0,26.0,165,0
Female,21.0,1,28.0,0,< 1 Year,Yes,30131.0,160.0,159,1
Male,62.0,1,36.0,0,1-2 Year,Yes,26098.0,31.0,19,0
Male,22.0,1,29.0,1,< 1 Year,No,30746.0,152.0,10,0
Male,36.0,1,45.0,1,1-2 Year,No,24179.0,26.0,136,0
Male,21.0,1,2.0,1,< 1 Year,No,39299.0,160.0,137,0
Female,52.0,1,8.0,1,1-2 Year,No,39956.0,26.0,79,0
Female,22.0,1,14.0,1,< 1 Year,No,33225.0,152.0,137,0
Female,22.0,1,13.0,0,< 1 Year,Yes,45291.0,152.0,248,0
Female,24.0,1,5.0,1,< 1 Year,No,24622.0,152.0,52,0
Female,24.0,1,15.0,0,< 1 Year,No,29782.0,151.0,180,0
Male,28.0,1,8.0,1,< 1 Year,No,46230.0,152.0,94,0
Male,24.0,1,35.0,1,< 1 Year,No,23540.0,152.0,98,0
Male,26.0,1,15.0,1,< 1 Year,No,26179.0,152.0,101,0
Female,45.0,1,28.0,0,1-2 Year,Yes,34251.0,26.0,213,0
Male,24.0,1,8.0,0,< 1 Year,Yes,58811.0,152.0,299,0
Female,43.0,1,28.0,0,1-2 Year,Yes,45767.0,52.0,212,0
Female,51.0,1,28.0,0,1-2 Year,Yes,32706.0,124.0,28,0
Female,28.0,1,46.0,1,< 1 Year,No,28940.0,152.0,262,0
Female,71.0,1,28.0,0,1-2 Year,Yes,44998.0,26.0,250,0
Female,27.0,1,28.0,0,< 1 Year,Yes,50442.0,152.0,139,0
Male,43.0,1,48.0,1,1-2 Year,No,2630.0,124.0,276,0
Male,32.0,1,17.0,0,1-2 Year,Yes,45166.0,124.0,102,1
Male,42.0,1,15.0,0,1-2 Year,Yes,37744.0,152.0,101,0
Male,49.0,1,5.0,0,1-2 Year,Yes,36205.0,26.0,281,0
Male,62.0,1,41.0,0,1-2 Year,Yes,38510.0,7.0,38,1
Male,75.0,1,15.0,0,1-2 Year,Yes,33444.0,26.0,188,0
Female,43.0,1,28.0,0,1-2 Year,Yes,46553.0,125.0,110,1
Male,26.0,1,15.0,1,< 1 Year,No,36190.0,151.0,163,0
Female,47.0,1,19.0,0,1-2 Year,Yes,28131.0,26.0,184,0
Female,44.0,1,32.0,0,1-2 Year,Yes,29610.0,124.0,86,0
Male,47.0,1,28.0,0,1-2 Year,Yes,31740.0,26.0,222,0
Female,26.0,1,8.0,1,< 1 Year,No,33631.0,160.0,171,0
Female,23.0,1,28.0,0,1-2 Year,Yes,35318.0,124.0,254,0
Male,39.0,1,8.0,0,1-2 Year,Yes,46836.0,26.0,56,1
Female,22.0,1,8.0,1,< 1 Year,No,28927.0,152.0,252,0
Female,36.0,1,2.0,0,1-2 Year,Yes,30334.0,160.0,57,0
Male,44.0,1,28.0,0,1-2 Year,Yes,29511.0,26.0,235,1
Male,23.0,1,50.0,1,< 1 Year,No,32011.0,152.0,112,0
Female,37.0,1,41.0,1,1-2 Year,No,22699.0,26.0,223,0
Female,36.0,1,45.0,1,1-2 Year,No,21631.0,124.0,280,0
Male,64.0,1,8.0,0,1-2 Year,Yes,39936.0,124.0,244,0
Female,24.0,1,15.0,1,< 1 Year,Yes,28195.0,152.0,202,0
Female,40.0,1,11.0,0,1-2 Year,Yes,59627.0,26.0,279,0
Male,28.0,1,28.0,1,< 1 Year,No,55519.0,26.0,126,0
Female,29.0,1,14.0,0,< 1 Year,Yes,27868.0,156.0,123,1
Male,31.0,1,15.0,1,< 1 Year,No,2630.0,160.0,63,0
Female,28.0,1,47.0,1,< 1 Year,No,40590.0,152.0,17,0
Male,60.0,1,19.0,0,1-2 Year,Yes,34708.0,26.0,31,0
Male,22.0,1,13.0,0,< 1 Year,No,27410.0,152.0,161,0
Male,21.0,1,36.0,1,< 1 Year,No,30139.0,152.0,65,0
Male,24.0,1,21.0,1,< 1 Year,No,26349.0,152.0,80,0
Male,57.0,1,28.0,1,1-2 Year,Yes,55833.0,26.0,198,0
Female,28.0,1,28.0,0,1-2 Year,Yes,33985.0,156.0,98,1
Male,23.0,1,46.0,1,< 1 Year,No,24763.0,152.0,257,0
Male,63.0,1,28.0,1,1-2 Year,No,39065.0,26.0,244,0
Female,34.0,1,15.0,1,1-2 Year,No,32155.0,26.0,108,0
Male,21.0,1,33.0,1,< 1 Year,No,34891.0,152.0,106,0
Female,21.0,1,46.0,1,< 1 Year,No,23938.0,152.0,181,0
Female,37.0,1,8.0,0,1-2 Year,No,45640.0,26.0,140,0
Female,25.0,1,28.0,1,< 1 Year,No,35025.0,152.0,84,0
Female,27.0,1,28.0,1,< 1 Year,No,25844.0,160.0,26,0
Female,20.0,1,14.0,1,< 1 Year,No,2630.0,160.0,87,0
Female,22.0,1,2.0,1,< 1 Year,No,25228.0,152.0,115,0
Female,20.0,1,47.0,0,< 1 Year,Yes,28330.0,160.0,251,0
Female,43.0,1,8.0,1,1-2 Year,No,34922.0,30.0,95,0
Male,25.0,1,46.0,1,< 1 Year,No,2630.0,160.0,80,0
Female,51.0,1,47.0,0,1-2 Year,Yes,37028.0,26.0,26,0
Female,30.0,1,47.0,0,< 1 Year,Yes,32350.0,152.0,25,0
Female,49.0,1,8.0,1,1-2 Year,No,41664.0,7.0,29,0
Male,22.0,1,3.0,0,< 1 Year,Yes,24340.0,152.0,191,0
Male,46.0,1,8.0,0,1-2 Year,Yes,50055.0,124.0,236,0
Male,26.0,1,8.0,1,< 1 Year,No,38634.0,152.0,247,0
Male,26.0,1,0.0,0,< 1 Year,Yes,2630.0,151.0,64,0
Male,24.0,1,17.0,1,< 1 Year,No,41390.0,152.0,247,0
Female,64.0,1,28.0,0,1-2 Year,Yes,29953.0,26.0,218,0
Male,47.0,1,3.0,0,1-2 Year,Yes,37466.0,152.0,137,0
Male,63.0,1,32.0,1,1-2 Year,No,31291.0,124.0,126,0
Male,64.0,1,28.0,0,> 2 Years,Yes,50222.0,25.0,45,1
Male,40.0,1,28.0,0,1-2 Year,Yes,55160.0,124.0,63,0
Male,35.0,1,46.0,0,1-2 Year,Yes,25258.0,154.0,149,0
Female,38.0,1,37.0,0,1-2 Year,Yes,24628.0,124.0,34,0
Female,70.0,1,37.0,0,1-2 Year,Yes,2630.0,124.0,175,0
Male,55.0,1,28.0,1,1-2 Year,No,29127.0,26.0,263,0
Male,24.0,1,28.0,0,< 1 Year,Yes,32026.0,124.0,193,0
Male,23.0,1,34.0,0,< 1 Year,Yes,26457.0,152.0,152,0
Male,49.0,1,28.0,0,1-2 Year,Yes,56902.0,19.0,295,0
Female,24.0,1,8.0,1,< 1 Year,No,43471.0,152.0,152,0
Female,28.0,1,24.0,0,1-2 Year,Yes,28841.0,154.0,219,1
Female,41.0,1,45.0,1,1-2 Year,No,32145.0,124.0,120,0
Male,22.0,1,24.0,0,< 1 Year,Yes,39759.0,152.0,229,0
Male,44.0,0,28.0,1,1-2 Year,No,47112.0,26.0,198,0
Male,65.0,1,33.0,0,1-2 Year,Yes,2630.0,26.0,130,0
Male,28.0,1,14.0,1,1-2 Year,No,31231.0,26.0,186,0
Female,72.0,1,50.0,1,1-2 Year,No,21836.0,26.0,233,0
Female,29.0,1,18.0,1,< 1 Year,No,31205.0,152.0,176,0
Male,22.0,1,35.0,1,< 1 Year,No,47389.0,152.0,257,0
Female,21.0,1,26.0,0,< 1 Year,Yes,25492.0,152.0,57,0
Female,31.0,1,28.0,0,< 1 Year,Yes,40301.0,124.0,81,1
Male,56.0,1,28.0,0,> 2 Years,Yes,48943.0,13.0,153,1
Female,22.0,1,50.0,1,< 1 Year,No,31043.0,152.0,252,0
Female,31.0,1,41.0,1,1-2 Year,No,2630.0,109.0,30,0
Male,24.0,1,37.0,0,< 1 Year,Yes,39886.0,152.0,116,0
Male,37.0,1,28.0,1,1-2 Year,No,42063.0,29.0,97,0
Male,31.0,1,41.0,0,< 1 Year,No,2630.0,160.0,115,0
Male,29.0,1,36.0,1,< 1 Year,No,25652.0,152.0,137,0
Female,50.0,1,28.0,0,> 2 Years,Yes,56061.0,25.0,106,0
Male,54.0,1,11.0,1,1-2 Year,No,43641.0,26.0,164,0
Male,25.0,1,17.0,1,< 1 Year,No,60499.0,152.0,278,0
Female,65.0,1,28.0,1,1-2 Year,No,57192.0,55.0,217,0
Female,69.0,1,8.0,0,1-2 Year,Yes,35528.0,160.0,163,0
Male,45.0,1,28.0,0,1-2 Year,No,27258.0,26.0,60,0
Male,57.0,1,46.0,0,1-2 Year,No,37767.0,26.0,18,0
Female,44.0,1,28.0,1,1-2 Year,No,58327.0,124.0,85,0
Male,53.0,1,28.0,0,1-2 Year,Yes,33275.0,122.0,228,0
Male,55.0,1,28.0,1,1-2 Year,No,22402.0,122.0,262,0
Male,66.0,1,13.0,0,1-2 Year,Yes,31275.0,26.0,183,1
Male,58.0,1,48.0,0,> 2 Years,Yes,2630.0,26.0,18,0
Male,66.0,1,17.0,0,1-2 Year,Yes,42235.0,30.0,231,0
Female,25.0,1,45.0,0,< 1 Year,Yes,2630.0,152.0,292,0
Male,21.0,1,8.0,1,< 1 Year,No,31283.0,153.0,47,0
Male,40.0,1,35.0,0,1-2 Year,Yes,33644.0,124.0,252,0
Female,39.0,1,28.0,0,1-2 Year,Yes,31203.0,26.0,78,1
Male,33.0,1,38.0,1,< 1 Year,No,29057.0,152.0,59,0
Male,44.0,1,6.0,1,1-2 Year,No,27889.0,124.0,213,0
Male,58.0,1,19.0,0,1-2 Year,Yes,26864.0,26.0,281,1
Female,37.0,1,28.0,0,1-2 Year,Yes,35432.0,124.0,282,1
Female,49.0,1,36.0,0,1-2 Year,Yes,2630.0,26.0,166,0
Male,21.0,1,45.0,1,< 1 Year,No,19963.0,160.0,140,0
Female,23.0,1,25.0,1,< 1 Year,No,29657.0,152.0,206,0
Male,62.0,1,15.0,0,1-2 Year,No,33374.0,14.0,114,0
Male,35.0,1,28.0,0,1-2 Year,Yes,42889.0,26.0,202,1
Male,52.0,1,28.0,0,1-2 Year,No,69240.0,26.0,75,0
Female,52.0,1,45.0,1,1-2 Year,No,2630.0,124.0,276,0
Male,22.0,1,37.0,0,< 1 Year,Yes,32537.0,152.0,213,0
Male,24.0,1,6.0,1,< 1 Year,No,51634.0,152.0,54,0
Male,25.0,1,45.0,1,< 1 Year,No,23672.0,152.0,40,0
Male,45.0,1,8.0,1,1-2 Year,No,26389.0,124.0,105,0
Male,46.0,1,45.0,0,1-2 Year,No,2630.0,124.0,165,0
Male,40.0,1,24.0,0,1-2 Year,Yes,24980.0,124.0,279,0
Male,26.0,1,46.0,0,< 1 Year,Yes,30423.0,152.0,188,0
Male,31.0,1,28.0,1,< 1 Year,No,37460.0,152.0,225,0
Male,29.0,1,7.0,0,< 1 Year,Yes,2630.0,124.0,43,1
Male,64.0,1,41.0,1,1-2 Year,No,34723.0,29.0,272,0
Male,21.0,1,28.0,1,< 1 Year,No,2630.0,152.0,277,0
Male,30.0,1,28.0,0,< 1 Year,Yes,33051.0,124.0,271,0
Female,62.0,1,28.0,1,1-2 Year,No,32054.0,125.0,159,0
Female,20.0,1,28.0,0,1-2 Year,Yes,51830.0,26.0,105,0
Female,44.0,1,28.0,0,1-2 Year,Yes,44737.0,124.0,161,0
Female,29.0,1,11.0,1,< 1 Year,No,2630.0,160.0,215,0
Male,24.0,1,28.0,0,< 1 Year,No,50228.0,152.0,133,0
Male,48.0,1,28.0,0,1-2 Year,Yes,51609.0,124.0,124,0
Female,46.0,1,8.0,1,1-2 Year,No,45392.0,29.0,138,0
Male,20.0,1,8.0,1,< 1 Year,No,53610.0,160.0,194,0
Female,22.0,1,35.0,1,< 1 Year,No,23824.0,152.0,227,0
Male,38.0,1,3.0,0,1-2 Year,No,48658.0,152.0,297,0
Female,24.0,1,46.0,1,< 1 Year,No,15883.0,152.0,95,0
Female,24.0,1,27.0,0,< 1 Year,Yes,23770.0,152.0,103,0
Male,23.0,1,8.0,1,< 1 Year,No,50951.0,152.0,45,0
Female,31.0,1,29.0,0,< 1 Year,Yes,31649.0,26.0,290,1
Male,52.0,1,28.0,0,1-2 Year,Yes,55357.0,26.0,153,0
Male,23.0,1,10.0,1,< 1 Year,No,33195.0,151.0,65,0
Male,49.0,1,46.0,0,1-2 Year,Yes,21300.0,124.0,270,0
Male,66.0,1,29.0,0,1-2 Year,Yes,2630.0,124.0,296,0
Male,22.0,1,28.0,0,1-2 Year,No,28458.0,157.0,218,1
Female,24.0,1,6.0,1,< 1 Year,No,26467.0,152.0,228,0
Female,41.0,1,28.0,0,1-2 Year,Yes,40397.0,26.0,113,0
Male,47.0,1,21.0,1,1-2 Year,No,34976.0,154.0,296,0
Male,25.0,1,28.0,0,< 1 Year,Yes,28786.0,124.0,221,1
Female,70.0,1,11.0,1,1-2 Year,No,37345.0,152.0,110,0
Female,65.0,1,3.0,0,1-2 Year,Yes,2630.0,156.0,20,0
Female,30.0,1,42.0,0,< 1 Year,Yes,26246.0,26.0,174,0
Male,21.0,1,28.0,0,1-2 Year,Yes,41196.0,26.0,237,0
Male,34.0,1,28.0,0,1-2 Year,Yes,47977.0,26.0,298,1
Female,24.0,1,15.0,0,< 1 Year,No,34425.0,160.0,23,0
Female,26.0,1,36.0,1,< 1 Year,No,30089.0,152.0,287,0
Male,66.0,1,41.0,0,1-2 Year,Yes,37384.0,26.0,103,0
Female,48.0,1,18.0,0,1-2 Year,Yes,34059.0,26.0,85,0
Female,76.0,1,26.0,1,1-2 Year,Yes,2630.0,22.0,257,0
Male,47.0,1,47.0,1,1-2 Year,No,28397.0,26.0,137,0
Male,26.0,1,3.0,1,< 1 Year,No,19164.0,152.0,130,0
Male,62.0,1,41.0,1,1-2 Year,No,27357.0,26.0,44,0
Male,54.0,1,28.0,0,1-2 Year,No,42509.0,26.0,212,0
Male,27.0,1,8.0,1,< 1 Year,No,44561.0,152.0,123,0
Male,50.0,1,8.0,0,1-2 Year,Yes,53038.0,124.0,61,1
Male,37.0,1,39.0,0,1-2 Year,Yes,2630.0,156.0,26,1
Female,23.0,1,28.0,1,< 1 Year,Yes,2630.0,160.0,121,0
Female,23.0,1,30.0,1,< 1 Year,No,26600.0,152.0,69,0
Male,46.0,1,46.0,1,1-2 Year,No,30140.0,26.0,89,0
Female,23.0,1,36.0,1,< 1 Year,No,37088.0,152.0,81,0
Female,24.0,1,2.0,1,< 1 Year,No,29501.0,152.0,92,0
Female,30.0,1,8.0,0,1-2 Year,Yes,2630.0,156.0,230,0
Female,31.0,1,15.0,1,< 1 Year,No,35808.0,152.0,79,0
Male,44.0,1,41.0,0,1-2 Year,Yes,40215.0,26.0,83,1
Female,49.0,1,36.0,0,1-2 Year,Yes,2630.0,152.0,241,0
Male,53.0,1,28.0,0,> 2 Years,Yes,41066.0,26.0,162,0
Male,31.0,1,11.0,0,1-2 Year,No,2630.0,156.0,70,0
Female,21.0,1,30.0,0,< 1 Year,Yes,2630.0,163.0,266,0
Male,47.0,1,28.0,0,1-2 Year,Yes,29481.0,124.0,92,0
Female,21.0,1,29.0,1,< 1 Year,No,31080.0,152.0,288,0
Female,51.0,1,29.0,0,1-2 Year,Yes,2630.0,26.0,40,1
Female,40.0,1,28.0,0,1-2 Year,No,40289.0,124.0,129,0
Female,24.0,1,8.0,1,< 1 Year,No,32647.0,152.0,211,0
Male,23.0,1,15.0,0,< 1 Year,Yes,43352.0,152.0,68,0
Female,39.0,1,28.0,1,1-2 Year,No,24842.0,26.0,192,0
Male,44.0,1,35.0,0,1-2 Year,Yes,31644.0,124.0,279,0
Male,59.0,1,28.0,0,1-2 Year,Yes,40332.0,26.0,54,0
Female,25.0,1,21.0,1,< 1 Year,No,33224.0,152.0,210,0
Female,34.0,1,30.0,1,1-2 Year,No,22405.0,152.0,35,0
Female,38.0,1,28.0,0,1-2 Year,Yes,31210.0,156.0,210,0
Female,21.0,1,50.0,1,< 1 Year,No,44844.0,152.0,294,0
Female,41.0,1,41.0,1,1-2 Year,No,25212.0,26.0,57,0
Female,69.0,1,8.0,1,1-2 Year,No,28618.0,7.0,50,0
Female,24.0,1,8.0,0,< 1 Year,No,36566.0,152.0,80,0
Female,32.0,1,7.0,0,< 1 Year,Yes,2630.0,26.0,63,1
Male,44.0,1,8.0,0,1-2 Year,Yes,33760.0,124.0,180,0
Male,41.0,1,8.0,0,1-2 Year,Yes,79169.0,26.0,29,0
Female,42.0,1,21.0,0,1-2 Year,Yes,27434.0,124.0,156,0
Female,48.0,1,1.0,1,1-2 Year,No,2630.0,26.0,116,0
Male,44.0,1,47.0,0,1-2 Year,Yes,27103.0,26.0,111,0
Female,30.0,1,36.0,0,< 1 Year,No,2630.0,152.0,54,0
Male,55.0,1,48.0,0,1-2 Year,Yes,2630.0,124.0,194,0
Male,40.0,1,28.0,0,1-2 Year,Yes,52638.0,124.0,295,0
Male,21.0,1,8.0,1,< 1 Year,No,33270.0,160.0,251,0
Female,22.0,1,8.0,0,< 1 Year,No,53187.0,152.0,286,0
Male,51.0,1,28.0,1,1-2 Year,No,65685.0,24.0,66,0
Female,26.0,1,14.0,1,< 1 Year,No,31968.0,152.0,229,0
Male,22.0,1,25.0,1,< 1 Year,No,25976.0,152.0,163,0
Male,66.0,1,28.0,0,1-2 Year,Yes,2630.0,26.0,269,0
Female,20.0,1,16.0,1,< 1 Year,No,37278.0,160.0,97,0
Male,44.0,1,28.0,0,1-2 Year,Yes,42629.0,25.0,185,1
Male,64.0,1,28.0,0,1-2 Year,Yes,46600.0,26.0,250,0
Male,45.0,1,46.0,0,1-2 Year,Yes,26310.0,124.0,34,0
Female,24.0,1,9.0,1,< 1 Year,No,36549.0,152.0,43,0
Female,23.0,1,30.0,1,< 1 Year,No,24691.0,152.0,122,0
Male,45.0,1,47.0,0,1-2 Year,No,32035.0,124.0,284,0
Male,31.0,1,30.0,0,1-2 Year,Yes,2630.0,157.0,24,1
